"koordinate "	"id. Broj"	"naziv djela"	"ime autora"	"prezime autora"	"godina nastanka"	"tehnika"	"format"	"vlasnik"	"link vlasnik"	"foto kredits"	"glavni narativ uz djelo )pojavljije se kao prvi pasus)"	"sekundarni narativ uz djelo, slijedi nakon prvog, služi obično da se povežu pojedine tačke"	"narativ za koji se veže. Ako ih ima više razdvojiti ih sa tačka zarez, npr: Miunović Milo;Boka kotorska; ovo se pojavljuje nakon teksta o jedinici "	"Column2"	"Column3"	"Column4"	"Column5"
"42.27849319736378, 18.835457397386666"	1754	"Budva"	"Tomislav"	"Krizman"	1936	"kolorisani bakrotisak"	"33x48"			"Geoculture"	"Prikaz Starog grada Budve nastao je neposredno prije izgradnje hotela Avala, u vrijeme kada su se u prvom planu još prostirali voćnjaci i vinogradi. Ova grafika pripada grafičkoj mapi „Jadran“, koja obuhvata 61 bakrotisak naselja duž jadranske obale, među kojima je i desetak prikaza sa prostora Crne Gore."		"Tomislav Krizman"				
"41.92412480687715, 19.205165394699357"	1755	"Ulcinj"	"Tomislav"	"Krizman"	1936	"kolorisani bakrotisak"	"33x48"			"Geoculture"	"Ova grafika pripada mapi „Jadran“, štampanoj 1936. godine u 1.000 numerisanih primjeraka. Svaku mapu autor je lično potpisao, a sadržavala je 61 bakrotisak sa motivima jadranskih mjesta, od Sušaka na sjeveru do Ulcinja na jugu. Uz grafički dio, mapa uključuje i naslovni list od 16 stranica sa predgovorima Tomislava Krizmana i Grge Novaka, brojem mape, potpisom autora, kao i sadržajem sa kratkim opisom svake pojedinačne grafike. Autor ne samo da vjerno bilježi izgled predjela, već suptilno i uvjerljivo prenosi duh mjesta i mediteranski način života, čineći ovu mapu izuzetnim dokumentom prostora i vremena."		"Tomislav Krizman"				
"42.425242179982945, 18.771906147965193"	1756	"Ulica u Kotoru"	"Mario"	"Maskareli"	1961	"ulje na platnu"	"100x100"	"privatno vlasništvo"		"Geoculture"	"Prikaz ulice u Starom gradu Kotoru, u blizini crkve Svete Ane, usmjeren ka gradskim vratima na Tabačini. Slika je građena u toplim terakota tonovima. Površine su tretirane gotovo geometrijski, sa jasno razgraničenim planovima i svedenim volumenima arhitekture. Prigušena koloristička skala i zatvoren prostor ulice stvaraju osjećaj zastoja i tišine, evocirajući atmosferu ljetnje žege"		"Mario Maskareli; Kotor"				
"42.766205985595406, 19.390272177586734"	1756	"Manastir Morača"	"Miodrag Dado"	"Đurić"	"oko 1952"	"tiš na pairu"	"29x21"	"Privatno vlasništvo"		"Geoculture"	"U opusu Miodraga Dada Đurića konkretni prostori pojavljuju se veoma rijetko. Manji broj takvih radova nastaje u najranijem periodu, dok je pohađao umjetničku školu u Herceg Novom. Tada slika prepoznatljive pejzaže, najčešće iz samog Herceg Novog, grada koji je doživljavao kao suštu suprotnost hladnom i siromašnom poslijeratnom Cetinju. Povremena putovanja, poput odlazaka u Manastir Moraču ili Stari Bar, takođe su rezultirala pejzažnim prikazima. U kasnijem stvaralaštvu Dado se gotovo u potpunosti udaljava od neposredne deskripcije prostora. Vezu sa zavičajnom topografijom zadržava tek kroz nazive djela, u kojima evocira mjesta iz Crne Gore iz perioda mladosti."		"Miodrag Dado Đurić; Morača"				
"42.276970812358975, 18.838981873648542"	1757	"Budva jugoistok"	"Slobodan Bobo"	"Slovinić"	1986	"serigrafija"	"50x65"	"Privatno vlasništvo"		"Geoculture"	"Prikaz Budve usredsređen je na fortifikacionu arhitekturu Starog grada. Masivni kameni bedemi i kule dominiraju kompozicijom, izvedeni preciznom linijom i snažnim kontrastima svjetla i sjenke."		"Slobodan Bobo Slovinić; Budva"				
"42.38765214298788, 18.92430989784167"	1758	"Nad Biljardom nebo se otvori"	"Mihail Milo"	"Pavlović"	1979	"akvarel"	"75x55"	"privatno vlasništvo"		"Geoculture"	"Na ovom akvarelu autor gradi snažan, simbolički pejzaž u kojem dramatično, uzburkano nebo dominira kompozicijom. Silueta Biljarde svedena je na gotovo ideogramski znak, tek naznačen nizom svijetlih volumena u donjoj zoni slike, dok se iznad nje otvara ekspresivno polje boje i poteza."						
		"Lovćen u svitanje"	"Aleksandar Aco"	"Prijić"	1973	"ulje na platnu"	"113,5x78,5"	"NMCG, Kolekcija Umjetnici Jugoslavije Njegošu"		"Geoculture"	"Ovo djelo može se sagledati kao sublimacija njegovog odnosa prema slikanju kamenih crnogorskih predjela. U ovoj deceniji umjetnik primjenjuje sasvim drugačiji tretman ploha – od potpuno uglačane površine neba do valovitih, vijugavih nanosa u pejzažu. Kompozicija je dodatno definisana slojem zatalasanih linija čiste boje, nanesenih preko već obojenih polja, čime rad asocira na grafički, gotovo graverski postupak. Ovakav odnos prema formi i svjetlosti potvrđuje i umjetnikovo svjedočenje: „Jednom sam išao s Petrom Lubardom na Lovćen. Popeli smo se na lovćensku kapu prije izlaska sunca i doživjeli izlazak sunca. Bio je to trenutak kad sam osjetio kako kamen svoju formu dobija u zavisnosti od svjetlosti, a ne kako se misli – da ima ustaljen oblik...“ (Olga Perović, monografija Aleksandar Aco Prijić, JU Muzeji i galerije Podgorice, 2011, str. 75)."		"Aleksandar Aco Prijić; Cetinje"				
		"Cetinjski manastir"	"Aleksandar Aco"	"Prijić"		"ulje na lesonitu"	"62x96"	"Prijestonica Cetinje/NMCG/ Salon 13. Novembar"		"Geoculture"	"Dominantan je modroplavi kolorit kojim se definiše pejzaž, dok se u pozadini jasno raspoznaje kompleks Cetinjskog manastira, važnog kulturno-istorijskog spomenika, zajedno sa pomoćnim objektima neposredno uz njega."	"Cetinjski manastir podignut u podnožju Orlovog krša, prema nacrtu manastira Santa Maria Dolorosa u Ankoni, a posvećen je rođenju Bogorodice. Podigao ga je Ivan Crnojević, 1484. godine kao mjesto Zetske episkopije. Prilikom turskih napada manastir je 1692. godine srušen do temelja, a obnovio ga je vladika Danilo, ugradivši u novo zdanje kamenje sa prethodnog objekta, uključujući i ploču sa posvetom Ivana Crnojevića. Bio je spaljen, a obnovio ga je oko 1743. godine crnogorski mitropolit Sava Ivanović. Turci ponovo pustoše manastir 1785. godine, kada Mahmut-paša Bušatlija upada na Cetinje. U vrijeme Petra II Petrovića Njegoša manastir se znatno proširuje. Sadašnji izgled datira iz 1927. godine. U manastiru se nalazi crkva Rođenja Bogorodice u kojoj se nalaze mošti sv. Petra Cetinjskog i riznica."	"Aleksandar Aco Prijić; Cetinje"				
		"Autobuska stanica"	"Gojko"	"Berkuljan"	1950	"ulje na platnu"	"53,5x74"	"NMCG"		"Geoculture"	"Urbani gradski predio poput žanr scene prikazuje osunčani dio ulice postavljen ispred stjenovitih brda u pozadini. Kolorit je intenzivan, topao a potez sveden i razigran. Inspiraciju za djela nalazio je u Cetinju i okolini, a kasnije i na Skadarskom jezeru. Uočljiv je stilski uticaj njegovog prvog profesora - Mila Milunovića. "		"Gojko Berkuljan; Cetinje"				
		"Zetski dom"	"Gojko"	"Berkuljan"	1956	"ulje na platnu"	"60x90"	"NMCG"		"Geoculture"	"U slikarskoj predstavi zadržan je poetski duh i romantizovana atmosfera, dodatno naglašena gradskim okruženjem pod snijegom. Zadržan je realističan prikaz objekta sa uskovitalnošću i dramatičnošću neba i oblaka u pozadini i dominantno pastelnim tonovima."	"Pozorište “Zetski dom” je djelo arhitekte Josipa Sladea Šilovića i jedan je od najatraktivnijih objekata u istorijskom jezgru Cetinja. Građen od 1884. do 1896. godine, zahvaljujući dobrovoljnim prilozima iz svih krajeva Crne Gore i brojnih donatora iz inostranstva. Objekat je jedinstvena neoromanička građevina, sa ulaznim trijemom sa tri luka i terasom nad njim. Unutrašnjost je imala barokne ukrase sa pozlatom, a na tavanici su bile oslikane muze umjetnosti, djelo češkog slikara Františeka Ženišeka, koji je, po odobrenju knjaza Nikole, radio i originalnu pozorišnu zavjesu sa predstavom guslara. Tokom kasnijih rekonstrukcija unutrašnjost objekta je djelimično izmjenjena. U pozorištu se i danas odvija bogata kulturna aktivnost."	"Gojko Berkuljan; Cetinje"				
		"Sveti Stefan"	"Milo"	"Milunović"	1960	"jajčana tempera na kartonu"	"40,5x48,5"	"NMCG"		"Geoculture"	"Još svedenija u pristupu. Izrazito pastelnih tonova kuća na poluostrvu koji skoro da se stapaju sa okruženjem. U prvom planu dominira prilazna staza, proporcionalno veća od ostatka naselja. Rad predstavlja prije skicu, brzu bilješku atmosfere ambijenta koja prostoru svaki put daje drugačiju auru.   "		"Milunović Milo; Sveti Stefan"				
		"Sveti Stefan"	"Milo"	"Milunović"		"jajčana tempera na kartonu"	"30x70"	"NMCG"		"Geoculture"	"Skoro sasvim geometrizovana, sa dominantnim oranž tonovima koji daju snažan utisak svjetlosti. Prikazana iz drugačije perspektive i ne sasvim vjerno."		"Milunović Milo; Sveti Stefan"				
		"Sveti Stefan"	"Milo"	"Milunović"	1963	"ulje na platnu"	"82x39"	"NMCG"		"Geoculture"	"Predstava je sačinjena od bojenih ploha, nastala u poznim godinama kada se sve više usmjerava ka apstrakciji. Paleta je znatno svjetlija i prozračnija."		"Milunović Milo; Sveti Stefan"				
		"Biljarda"	"Miloš"	"Vušković"	1953	"ulje na platnu"	"50x84,5"	"NMCG"		"Geoculture"	"Ova ranija verzija prikazuje Bilijardu kao stamenu, gotovo monumentalnu kompoziciju, sa jasno postavljenim volumenima i precizno definisanim arhitektonskim oblicima. Perspektiva je smirena, gotovo frontalna, a kompozicija strogo centrirana, što doprinosi osjećaju reda i kontemplacije. Paleta je relativno tamna i zemljana – dominiraju tonovi sive, smeđe i tamnozelene – s ujednačenim osvjetljenjem i bez jakih kontrasta. Rad odiše introspektivnošću, ozbiljnošću i tišinom. "	"Bilijarda je predstavljena kao simbol duhovne i kulturne vertikale Crne Gore, prikazana s mjerom poštovanja i uzvišene distance. Nema ljudskih figura – naglasak je na prostoru kao nosiocu pamćenja. Može se tumačiti i kao meditacija o Njegošu, ne kroz narativnu ilustraciju, već kroz tihi dijalog između umjetnika i arhitekture koja nadživljava generacije. Objekat Biljarde danas je muzej posvećen Petru II Petroviću Njegošu, jednoj od naistaknutijih ličnosti crnogorske istorije, vladaru i pjesniku.                                        "	"Miloš Vušković; Cetinje"				
		"Vladika Danilo i Vuk Mićunović"	"Savo"	"Vujović"		"ulje na platnu"	"106x123,5"	"NMCG"		"NMCG"	"Grupa muškaraca odjevena u crnogorske nošnje okupljena oko vatre, smještena na uzvišenje otakle se u pozidini vide Biljarda i crkva na Ćipuru. Centralna figura je vladika Danilo, čije je lice osvjetljeno plamenom vatre, dok su ostale fizionomije tipizirane. Intenzivan kolorit za odjeću usklađen je sa sivo-plavom pozadinom brda i neba obasjanog mjesečinom."	"Na ovoj slici primjetan je geometrizam u tretmanu formi, što je odlikovalo jednu od etapa Vujovićevog stvaralaštva. Kolorit je taman, zagasit, čime se potencira noćna atmosfera."	"Savo Vujović; Cetinje"				
		"Vojvoda Draško priča o Mlecima"	"Savo"	"Vujović"		"ulje na platnu"	"103x121"	"NMCG"		"NMCG"	"Grupa muškaraca okupljena oko vatre na kojoj se vrti ražanj, pogleda usmjerenog ka centralnoj figuri koja pripovjeda. Muškarci u nošnjama, sa brkovima, tipiziranog izgleda. U pozadini se nazire nekoliko ženskih i muških figura definisanih više kao konture. Pejzaž je ispunjen karakterističnim niskim kućama. "	"I ova kompozicija predstavlja ilustraciju stihova iz ""Gorskog vijenca"", jednog od najpoznatijih književnih djela Petra II Petrovića Njegoša. Geometrizovanost forme je primjetna, a kolorit nešto pastelniji. Pejzaž definisan tonskim prelazima."	"Savo Vujović; Cetinje"				
		"Igalo"	"Vojislav"	"Đokić"	1949	"ulje na kartonu"	"37,3x49,3"	"NMCG"		"Geoculture"	"Rad predstavlja mirnu vedutu Igala, naselja između mora i brdovitog zaleđa. Kompozicija je stabilna i uravnotežena - prostor se otvara u širinu, s naseljem koje se prostire uz obalu i mekim linijama prelazi u zeleni pejzaž. More je smireno, u nijansama tirkiza i modre, dok topli tonovi kuća (oker, terakota, svijetlo siva) nose glavnu svjetlosnu vrijednost slike."	"Boja je nanesena gusto, gotovo pastuozno, pa površina slike pulsira svjetlošću. Umjetnik svjesno izbjegava opisne detalje: arhitektura je svedena na ritam volumena i krovova, dok vegetacija postaje plošna, ritmična masa boje. Sve odiše spokojem i osjećajem tihe mediteranske punoće."	"Vojislav Đokić; Herceg Novi"				
		"Sahat kula"	"Bisera"	"Bulić"		"ulje na lesonitu"	"66,5x43,5"	"JU Muzeji i galerije Podgorice"		"Geoculture"	"Svedeni prikaz ulice i prostora koji vodi ka Sahat kuli u starom dijelu Podgorice. Kolorit je sivo-zelen."	"Jedan od malobrojnih objekata iz turskog doba sačuvan nakon bombardovanja grada u Drugogm svjetskom ratu. Nalazi se Staroj Varoši. Sagradio je turski vezir Hadži paša Osmanagić 1667. godine.  Dugo vremena je služila za odbranu, a renovirana je 2012. godine. "	"Bisera Bulić; Podgorica"				
		"Sastavci"	"Cvetko"	"Lainović"		"ulje na platnu"	"54,4x73"	"JU Muzeji i galerije Podgorice"		"Geoculture"	"Apstraktna kompozicija definisana superponiranjem dvije površine - centralne svjetle i izrazito tamne gornje zone. Na svjetloj površini su poput kontura urezani obrisi mosta, zgrade i forma koja asocira na figuru. Sasvim u prvom planu je plava površina vode."	"Po nekim izvorima u antičkom dobu je na mjestu Skaline postojala karavanska stanica Birziminijum. Zona gdje se nalaze Sastavci i most  bili su jezgro iz kojeg se razvila Podgorica."	"Cvetko Lainović; Podgorica"				
		"Motiv iz Herceg Novog"	"Drago"	"Simonović"		"grafika -drvorez"	"32,5x22"	"JU Muzeji i galerije Podgorice"		"Geoculture"	"Centralni motiv je crkva Sv. Arhanđela Mihaila predstavljena sa strane apside na kojoj je vidljiv prozor,  sa elementima islamske arhitekture na uglovima. Sa obje strane vidljive su palmine grane što potencira primorsku atmosferu."	"Crkva je građena od  1883. do 1911. godine, po nacrtu Milana Karlovca. 
Ima oblik grčkog krsta, sa svim jednakim stranama. Napravljena je od finih klesanih blokova sa Korčule. Po tipu pripada vizantijskom stilu, sa ukrasnim elementima romano-gotičke i islamske reminiscencije. U crkvi se nalazi ikonostas od bijelog italijanskog mermera, koji je izradio majstor Bilinić iz Splita, a ikone oslikao češki slikar Franjo Ciglar."	"Drago Simonović; Herceg Novi"				
		"Gruda"	"Đorđije Bato "	"Pravilović"	1967	"ulje na platnu"	"73x100"	"JU Muzeji i galerije Podgorice"		"Geoculture"	"Koloristički razigrana kompozicija, koja djelimično odstupa od vjernosti prikaza naselja Grude nedaleko od Orlovog krša. Kolorit je topao i intenzivan u širokom rasponu od oker, smeđih, oranž do zelenih i plavih bojenih polja koje se stapaju u jedinstven ansambl. "		"Đorđe Bato Pravilović; Cetinje"				
		"Ulcinj"	"Filip R."	"Vučković"		"ulje na šperploči"	"35x42"	"JU Muzeji i galerije Podgorice"		"Geoculture"	"Kompozicija prikazuje obalni prizor u kojem dominira brdo obraslo gustim zelenilom, smješteno preko puta posmatrača i dio uvale sa plažom. Vegetacija je modelovana širokim, ritmičnim potezima koji stvaraju osjećaj gustine i mediteranske bujnosti. U donjoj zoni nazire se obala izvedena suzdržanijim tonovima, dok je naglašeni kontrast između tamnijeg zelenila brda i svjetlijeg neba ključni nosilac atmosfere."		"Filip Vučković; Ulcinj"				
		"Snoviđenja i viđenja Ratkina - nebo nad Budvom"	"Mihail Milo"	"Pavlović"		"akvarel na papiru"	"29,5x24"	"JU Muzeji i galerije Podgorice"		"Geoculture"	"Autor prikazuje Budvu iz neočekivane perspektive, stavljajući naglasak na dramatično nebo koje dominira cijelom kompozicijom. Grad i pejzaž svedeni su na minimalne naznake – siluete obale, obrisi tvrđave ili krovova – dok je glavni nosilac atmosfere uskovitlana nebeska površina."	"Motiv Budve čest je na radovima ovog autora, tako da je predstavlja iz različitih vizura, nekada samo kao konturu, a nekada sa jasno prepoznatljivim obrisima grada."	"Milo Pavlović; Budva"				
		"Sveti Stefan"	"Miloš"	"Vušković"		"ulje na platnu"	"61x75"	"JU Muzeji i galerije Podgorice"		"Geoculture"	"Preovladavaju hladni plavi tonovi – more, nebo i sjenke formi stapaju se u harmoničnu cjelinu, dok su arhitektura i vegetacija naglašene zagasitim toplim akcentima. Boje su čiste, ali nenametljive, a kompozicija otvorena i prozračna, što prizoru daje osjećaj širine i mediteranskog mira."	"Atmosfera je tihog, liričnog ambijenta: ostrvo se pojavljuje kao kontemplativni prizor, stabilno i gotovo nepomično, bez narativnih elemenata. Ovo je još jedna od slika sa izrazito plavim tonom i sličnim tretmanom motiva."	"Miloš Vušković; Sveti Stefan"				
		"Sveti Stefan"	"Vuko"	"Radović"		"ulje na kartonu"	"50x53"	"JU Muzeji i galerije Podgorice"		"Geoculture"	"Na ovom prikazu  koristi intenzivne, zgusnute boje – crvene, oker, modre i zelene – koje stvaraju vibraciju i osjećaj topline mediteranskog ambijenta. Potez je energičan, širok i pastuozan, čime pejzaž dobija taktilnost i ekspresiju. Umjesto fotografske preciznosti, naglasak je na emotivnom doživljaju prostora: kontrasti svjetlosti i boje, ritam arhitekture ostrva i pokret vode čine da prizor djeluje živ i pulsirajući. "	"U Radovićevom prikazu Svetog Stefana dominira prepoznatljiva silueta poluostrva, oblikovana u njegovom karakterističnom, ekspresivno-kolorističkom maniru. Ono je postavljeno u središtu kompozicije, snažno grafički definisano, dok ga okružuje živopisna površina mora i nebo naglašene atmosfere i dinamike."	"Sveti Stefan; Vuko Radović"				
